session,atlas,TR,window,lag,min_n_windows_required,common_n_windows_used,common_ts_length_used,n_subjects_total_after_filter,n_subjects_young,n_subjects_middle,n_subjects_old,age_q0,age_q1_3,age_q2_3,age_q1,mean_compute_time_per_subject_sec,total_compute_time_sec
ses-1,100,2,10,1,250,250,259,687,270,208,209,18.5,58.4,67.8,85.4,0.13738011833727007,94.38014129770454
