session,atlas,TR,window,lag,min_n_windows_required,common_n_windows_used,common_ts_length_used,n_subjects_total_after_filter,n_subjects_young_lt55,n_subjects_old_ge55,mean_compute_time_per_subject_sec,total_compute_time_sec
ses-1,100,2,10,1,280,280,289,422,129,293,0.10652100497534525,44.951864099595696
