node_index,region_name,module_label,strength,strength_z,participation_coefficient
67,7Networks_RH_DorsAttn_Post_2,2,18.610849560622526,1.850045871847244,0.4571511295510883
11,7Networks_LH_SomMot_3,2,18.604422161171062,1.8482326951084367,0.333166221736801
76,7Networks_RH_SalVentAttn_Med_1,2,18.11207911363333,1.709342158111316,0.5387044009675596
55,7Networks_RH_Vis_6,1,17.874759780199195,1.6423941026339204,0.6409732133994022
74,7Networks_RH_SalVentAttn_TempOccPar_2,2,17.849418020236243,1.635245163155016,0.4102734444691878
64,7Networks_RH_SomMot_7,2,17.716779498191304,1.5978276843352013,0.4237832551654812
28,7Networks_LH_SalVentAttn_Med_2,2,17.38193495839088,1.5033676565638723,0.552894467216728
9,7Networks_LH_SomMot_1,2,17.162392770939856,1.4414345543070393,0.48535261165474153
58,7Networks_RH_SomMot_1,2,17.15213290919278,1.4385402355699426,0.47356473575488434
8,7Networks_LH_Vis_9,1,17.14453710753988,1.4363974512333482,0.592940959804618
