node_index,module,strength,strength_z,participation_coefficient,hub_class
0,3,6.7674384106209695,-1.2598438852956493,0.6861522448550839,non_hub
1,4,8.197213695592708,-0.8403565131625714,0.3360166097860702,non_hub
2,4,12.558231435846547,0.43913956633566675,0.6383493093140842,non_hub
3,4,6.898116416827408,-1.2215037531117219,0.39877346184032436,non_hub
4,4,6.418347540012766,-1.3622650234187481,0.26207757336017623,non_hub
5,4,13.136080784465031,0.6086770505044254,0.6801908919098825,non_hub
6,4,12.243049673458309,0.3466671543152507,0.6905140867061822,non_hub
7,4,13.835175234357969,0.8137871099248501,0.606812083986677,non_hub
8,4,13.838495114230511,0.8147611424865878,0.6487235679150053,non_hub
9,2,11.91482213987059,0.25036719237461963,0.7010701433693141,non_hub
10,2,13.757497137474557,0.7909968287691892,0.6793719527440165,non_hub
11,2,16.054852342418304,1.4650268724464022,0.6540807505250664,connector_hub
12,2,13.702043039027242,0.7747269335792376,0.6761670576834251,non_hub
13,5,14.381690785477016,0.9741314484922363,0.532966485132571,non_hub
14,5,16.281920009050946,1.5316471447180686,0.53268651464516,connector_hub
15,4,7.468127962664235,-1.0542658326063814,0.6653128994638711,non_hub
16,5,16.477243155699814,1.5889537679096402,0.6702852034471647,connector_hub
17,5,13.644262238150745,0.7577743980485193,0.655243170187955,non_hub
18,5,16.12222816139684,1.4847945279274375,0.5749191187444305,connector_hub
19,0,10.748616480584428,-0.0917904547204942,0.6286933526739816,non_hub
20,5,14.424014397053725,0.9865489386993396,0.5314218311673008,non_hub
21,1,12.073444731124411,0.2969060958410617,0.7544852775560624,non_hub
22,5,15.334566357251044,1.2536993454720697,0.5877377412132518,connector_hub
23,2,13.80472940571731,0.8048544889856538,0.7056752821048894,non_hub
24,2,8.898518593619167,-0.6345979217046206,0.6802706402240563,non_hub
25,2,12.979678892104221,0.5627896865859944,0.6905117323739052,non_hub
26,1,8.82136744800129,-0.6572335985641066,0.7442869372952428,non_hub
27,1,11.490504690245112,0.12587503352665086,0.7672036526743071,non_hub
28,5,17.84018776949103,1.9888334276098087,0.71095088478179,connector_hub
29,5,11.759091212358417,0.20467668546169598,0.6323146317319224,non_hub
30,3,6.006380337035328,-1.4831336950194296,0.22929311790134643,non_hub
31,3,4.857638960502131,-1.8201674277797284,0.24235053268723317,non_hub
32,3,6.561242486537552,-1.3203405152538419,0.43414028250532155,non_hub
33,0,10.748291793848606,-0.09188571583390667,0.6736462451561713,non_hub
34,1,9.066141721110982,-0.5854183156508908,0.7607048474477269,non_hub
35,0,9.724539866891007,-0.39224830432564056,0.5660730921108466,non_hub
36,0,10.053412729941689,-0.2957590066457334,0.4851422150856697,non_hub
37,3,7.868798479796935,-0.9367115399214861,0.49866312143141556,non_hub
38,3,6.14617920900462,-1.4421175562975141,0.6574508452002977,non_hub
39,2,8.521639642954298,-0.7451719134978853,0.7692547793316659,non_hub
40,0,9.523438602109614,-0.451250192232419,0.334393819003741,non_hub
41,3,6.860240914160211,-1.2326161952199906,0.5994446256632404,non_hub
42,3,6.975682518587502,-1.1987463306440425,0.6532130700899454,non_hub
43,0,8.179290574360564,-0.845615047916334,0.5252540923242766,non_hub
44,3,5.6740243915628685,-1.5806449078963554,0.585468412580988,non_hub
45,0,8.739000089564117,-0.6813996805376357,0.5741552911066836,non_hub
46,0,7.703344770652263,-0.985254651827453,0.5607947294833111,non_hub
47,0,10.785443360344717,-0.08098567219495917,0.5471227902626625,non_hub
48,0,10.438690253919368,-0.18272092452604552,0.5448895426479163,non_hub
49,0,11.125535964349918,0.018795429237954065,0.28182348814955815,non_hub
50,3,6.968435275493825,-1.200872627687033,0.6076128524360487,non_hub
51,4,10.968695101380192,-0.027220725987134507,0.4978195149913377,non_hub
52,4,8.50678351644084,-0.7495306106559005,0.5864576302651419,non_hub
53,4,6.0173223141680126,-1.4799233854822769,0.2460689276436424,non_hub
54,4,11.262666973253555,0.05902883316343977,0.5827139530128105,non_hub
55,4,14.77334175422185,1.0890394605407114,0.694302030682287,connector_hub
56,4,13.374343814344352,0.6785819742578925,0.6161840180022349,non_hub
57,4,12.906262459412899,0.5412497517831091,0.6164794560518889,non_hub
58,2,11.765186757173794,0.2064650812349328,0.7075731308487274,non_hub
59,2,13.919725362303677,0.838593603195687,0.6691106618700524,non_hub
60,2,14.301334422888619,0.9505553804690395,0.6422145110498019,non_hub
61,2,12.867243167407471,0.5298017288399978,0.677109995609698,non_hub
62,5,15.071577331118965,1.176539964811658,0.6377107007742926,connector_hub
63,5,13.021166242078436,0.5749618227254106,0.5206140253442083,non_hub
64,5,16.521905426837474,1.6020574066072433,0.532264121243303,connector_hub
65,5,15.746766366293915,1.3746363209563277,0.5237743761170695,connector_hub
66,0,9.554607696605716,-0.4421053694904342,0.7565179508968694,non_hub
67,5,17.957042741957107,2.0231179657716543,0.6363798020174309,connector_hub
68,5,15.09383935091219,1.1830715060122876,0.6604091484860545,connector_hub
69,5,12.893473191490482,0.5374974583642266,0.6628604707326045,non_hub
70,5,14.2628243033146,0.9392567456203087,0.5697859711202728,non_hub
71,1,14.592936814372228,1.036109748485408,0.7425958150448386,connector_hub
72,5,16.828962901091508,1.6921462019043245,0.583167657319022,connector_hub
73,2,11.278523546325154,0.06368105525648879,0.767302178437355,non_hub
74,2,16.660210943144854,1.642635403861153,0.6765512709262346,connector_hub
75,2,13.045276237362398,0.5820355486948798,0.6832898777060373,non_hub
76,5,18.285495037459572,2.1194838714909783,0.7060348194141,connector_hub
77,5,16.591390092626956,1.6224437849157416,0.6539718251798883,connector_hub
78,3,5.992294063174077,-1.487266522091846,0.21008292400819517,non_hub
79,3,5.074644506904014,-1.756499320381839,0.22428503948035594,non_hub
80,1,11.115244231642317,0.015775897460068255,0.723813341434515,non_hub
81,0,8.973594036619497,-0.6125712433678514,0.413435240552679,non_hub
82,3,6.191608311319999,-1.4287889339965492,0.5851656308803322,non_hub
83,1,8.934232416131302,-0.6241197034056251,0.761723362057024,non_hub
84,1,9.574264760117218,-0.43633810661845357,0.744476445488315,non_hub
85,0,9.203005371495914,-0.5452633530886094,0.6228332683777345,non_hub
86,0,10.321279543404946,-0.21716851285105,0.48480204259442305,non_hub
87,1,10.270283627606338,-0.23213040436836,0.7187856314456187,non_hub
88,0,11.610411258058681,0.16105489120240088,0.5561745632773482,non_hub
89,0,9.153257081719916,-0.5598591987194568,0.5511005240236797,non_hub
90,3,7.736809309019386,-0.9754363598155384,0.5019010583104534,non_hub
91,3,6.750954780413845,-1.264680082138244,0.5654858098813691,non_hub
92,3,6.882053344954876,-1.2262165606969546,0.7132456667409782,non_hub
93,3,7.119725335898444,-1.156485044172297,0.4417648391252036,non_hub
94,3,7.450451868149733,-1.0594518912237054,0.7180460005374066,non_hub
95,0,8.775647712428134,-0.6706474908951533,0.502331191408055,non_hub
96,0,9.209274517213037,-0.5434240238667118,0.5446089090426856,non_hub
97,0,11.68421817048587,0.18270939038473202,0.5414150242861191,non_hub
98,0,10.641855372162599,-0.12311351456676414,0.5683300053424893,non_hub
99,0,11.014426179271219,-0.01380350588901317,0.2719229242231709,non_hub
