node_index,region_name,module_label,strength,strength_z,participation_coefficient
75,7Networks_RH_SalVentAttn_FrOperIns_1,6,218.71437834868416,2.04739279343542,0.8074095106507437
88,7Networks_RH_Cont_pCun_1,4,214.79128582127194,1.9156661245808162,0.8335005926829565
70,7Networks_RH_DorsAttn_Post_5,6,205.03259580811405,1.587996124743745,0.8147711536697411
77,7Networks_RH_SalVentAttn_Med_2,3,204.4065489495614,1.5669751912205616,0.805958149233328
42,7Networks_LH_Default_PFC_2,5,203.95757680592106,1.551899940133057,0.7871834750499253
17,7Networks_LH_DorsAttn_Post_3,2,201.47178425109652,1.4684338555524308,0.810424998791724
69,7Networks_RH_DorsAttn_Post_4,6,200.7923959736842,1.44562186373295,0.8018404037754099
71,7Networks_RH_DorsAttn_PrCv_1,6,199.6528950855263,1.407360554547639,0.7857598299856564
45,7Networks_LH_Default_PFC_5,5,199.37461728508774,1.3980167505430627,0.7988698868012336
14,7Networks_LH_SomMot_6,2,199.3222887883772,1.396259703389654,0.8051075937796608
