n_young_fc_requested,n_old_fc_requested,n_young_sc_requested,n_old_sc_requested,n_young_fc_loaded,n_old_fc_loaded,n_young_sc_loaded,n_old_sc_loaded,n_young_fc_failed,n_old_fc_failed,n_young_sc_failed,n_old_sc_failed
311,908,311,912,311,907,311,912,0,1,0,0
