,PC2
RWT_PB2RW_PhonematicFluency,0.4603791705091174
RWT_PGR2RW_PhonematicFluency_Switch,0.445198280331321
RWT_SB2RW_SemanticFluency,0.34377758384505497
CBT_RVW_VisualSpatialWM_fw,-0.31382527838763785
VPT_RW_VisualMemory,-0.2830637987082617
RWT_SSF2RW_SemanticFluency_Switch,0.2761672184733812
CBT_RRW_VisualSpatialWM_bw,-0.27548240692286813
AWST03P_Vocabulary,0.188858423752359
BEN_RRW_FiguralMemory,-0.18664367590340925
LPS_RRW_ProblemSolving,-0.1555617498068245
